Time,Rate,RR,,
4/8/2020 17:50,107,602,,
4/8/2020 17:50,107,558,,
4/8/2020 17:50,107,561,,
4/8/2020 17:50,107,588,,88.96153846
4/8/2020 17:50,107,544,,695.7644231
4/8/2020 17:50,107,544,,
4/8/2020 17:50,106,584,,
4/8/2020 17:50,106,572,,
4/8/2020 17:50,106,609,,
4/8/2020 17:50,105,609,,
4/8/2020 17:50,105,609,,
4/8/2020 17:50,105,655,,
4/8/2020 17:50,105,684,,
4/8/2020 17:50,104,630,,
4/8/2020 17:50,104,630,,
4/8/2020 17:50,104,611,,
4/8/2020 17:50,104,687,,
4/8/2020 17:50,103,354,,
4/8/2020 17:50,102,354,,
4/8/2020 17:50,102,288,,
4/8/2020 17:50,102,712,,
4/8/2020 17:50,101,621,,
4/8/2020 17:50,101,621,,
4/8/2020 17:50,99,664,,
4/8/2020 17:50,98,704,,
4/8/2020 17:50,99,704,,
4/8/2020 17:50,98,753,,
4/8/2020 17:50,98,807,,
4/8/2020 17:50,97,807,,
4/8/2020 17:50,96,795,,
4/8/2020 17:50,95,752,,
4/8/2020 17:50,93,752,,
4/8/2020 17:50,92,687,,
4/8/2020 17:50,91,726,,
4/8/2020 17:50,90,726,,
4/8/2020 17:50,90,726,,
4/8/2020 17:50,88,803,,
4/8/2020 17:50,88,803,,
4/8/2020 17:50,87,813,,
4/8/2020 17:50,87,768,,
4/8/2020 17:50,85,768,,
4/8/2020 17:50,85,704,,
4/8/2020 17:50,84,715,,
4/8/2020 17:50,84,715,,
4/8/2020 17:50,83,723,,
4/8/2020 17:50,83,726,,
4/8/2020 17:50,83,726,,
4/8/2020 17:50,83,710,,
4/8/2020 17:50,83,699,,
4/8/2020 17:50,83,699,,
4/8/2020 17:50,83,727,,
4/8/2020 17:50,83,747,,
4/8/2020 17:50,82,730,,
4/8/2020 17:50,83,730,,
4/8/2020 17:50,83,672,,
4/8/2020 17:50,83,707,,
4/8/2020 17:50,83,707,,
4/8/2020 17:50,83,721,,
4/8/2020 17:50,83,713,,
4/8/2020 17:50,83,690,,
4/8/2020 17:50,83,690,,
4/8/2020 17:50,84,684,,
4/8/2020 17:50,83,745,,
4/8/2020 17:50,83,745,,
4/8/2020 17:50,83,773,,
4/8/2020 17:50,83,746,,
4/8/2020 17:50,82,746,,
4/8/2020 17:50,83,673,,
4/8/2020 17:50,83,692,,
4/8/2020 17:50,83,615,,
4/8/2020 17:50,83,615,,
4/8/2020 17:50,83,868,,
4/8/2020 17:50,83,868,,
4/8/2020 17:50,82,909,,
4/8/2020 17:50,82,761,,
4/8/2020 17:50,81,761,,
4/8/2020 17:50,81,736,,
4/8/2020 17:50,81,717,,
4/8/2020 17:50,81,717,,
4/8/2020 17:50,81,723,,
4/8/2020 17:50,81,719,,
4/8/2020 17:50,81,719,,
4/8/2020 17:50,81,745,,
4/8/2020 17:50,81,691,,
4/8/2020 17:50,81,691,,
4/8/2020 17:50,81,741,,
4/8/2020 17:50,81,782,,
4/8/2020 17:50,81,684,,
4/8/2020 17:50,81,684,,
4/8/2020 17:50,82,684,,
4/8/2020 17:50,82,1346,,
4/8/2020 17:50,82,714,,
4/8/2020 17:50,83,714,,
4/8/2020 17:50,83,533,,
4/8/2020 17:51,84,717,,
4/8/2020 17:51,84,629,,
