Time,Rate,RR,,
4/8/2020 17:20,89,685,,
4/8/2020 17:20,90,604,,
4/8/2020 17:20,90,552,,
4/8/2020 17:20,92,552,,93.62368421
4/8/2020 17:20,93,577,,646.4842105
4/8/2020 17:20,93,577,,
4/8/2020 17:20,93,568,,
4/8/2020 17:20,94,542,,
4/8/2020 17:20,94,679,,
4/8/2020 17:20,94,679,,
4/8/2020 17:20,94,603,,
4/8/2020 17:20,95,598,,
4/8/2020 17:21,95,664,,
4/8/2020 17:21,95,569,,
4/8/2020 17:21,95,569,,
4/8/2020 17:21,95,606,,
4/8/2020 17:21,96,611,,
4/8/2020 17:21,96,607,,
4/8/2020 17:21,96,585,,
4/8/2020 17:21,96,585,,
4/8/2020 17:21,96,521,,
4/8/2020 17:21,96,813,,
4/8/2020 17:21,96,572,,
4/8/2020 17:21,96,631,,
4/8/2020 17:21,96,634,,
4/8/2020 17:21,96,634,,
4/8/2020 17:21,96,587,,
4/8/2020 17:21,96,644,,
4/8/2020 17:21,96,632,,
4/8/2020 17:21,95,632,,
4/8/2020 17:21,95,676,,
4/8/2020 17:21,95,549,,
4/8/2020 17:21,95,631,,
4/8/2020 17:21,95,627,,
4/8/2020 17:21,96,598,,
4/8/2020 17:21,96,598,,
4/8/2020 17:21,96,592,,
4/8/2020 17:21,96,677,,
4/8/2020 17:21,96,626,,
4/8/2020 17:21,96,598,,
4/8/2020 17:21,96,598,,
4/8/2020 17:21,96,672,,
4/8/2020 17:21,96,608,,
4/8/2020 17:21,96,622,,
4/8/2020 17:21,96,622,,
4/8/2020 17:21,96,653,,
4/8/2020 17:21,95,653,,
4/8/2020 17:21,95,1253,,
4/8/2020 17:21,95,625,,
4/8/2020 17:21,95,625,,
4/8/2020 17:21,95,598,,
4/8/2020 17:21,95,663,,
4/8/2020 17:21,95,603,,
4/8/2020 17:21,95,607,,
4/8/2020 17:21,96,613,,
4/8/2020 17:21,95,613,,
4/8/2020 17:21,95,633,,
4/8/2020 17:21,96,614,,
4/8/2020 17:21,96,633,,
4/8/2020 17:21,96,639,,
4/8/2020 17:21,96,639,,
4/8/2020 17:21,96,636,,
4/8/2020 17:21,96,623,,
4/8/2020 17:21,96,656,,
4/8/2020 17:21,95,656,,
4/8/2020 17:21,95,628,,
4/8/2020 17:21,95,637,,
4/8/2020 17:21,95,630,,
4/8/2020 17:21,95,638,,
4/8/2020 17:21,95,638,,
4/8/2020 17:21,95,645,,
4/8/2020 17:21,95,634,,
4/8/2020 17:21,94,658,,
4/8/2020 17:21,94,658,,
4/8/2020 17:21,94,626,,
4/8/2020 17:21,94,671,,
4/8/2020 17:21,94,643,,
4/8/2020 17:21,93,656,,
4/8/2020 17:21,93,656,,
4/8/2020 17:21,93,615,,
4/8/2020 17:21,93,646,,
4/8/2020 17:21,93,629,,
4/8/2020 17:21,93,629,,
4/8/2020 17:21,93,602,,
4/8/2020 17:21,93,665,,
4/8/2020 17:21,93,591,,
4/8/2020 17:21,94,612,,
4/8/2020 17:21,94,618,,
4/8/2020 17:21,94,618,,
4/8/2020 17:21,94,620,,
4/8/2020 17:21,95,619,,
4/8/2020 17:21,95,623,,
4/8/2020 17:21,95,621,,
4/8/2020 17:21,95,621,,
4/8/2020 17:21,95,603,,
4/8/2020 17:21,96,680,,
4/8/2020 17:21,95,648,,
4/8/2020 17:21,95,648,,
4/8/2020 17:21,95,626,,
4/8/2020 17:21,95,665,,
4/8/2020 17:21,95,665,,
4/8/2020 17:21,94,665,,
4/8/2020 17:21,94,609,,
4/8/2020 17:21,94,678,,
4/8/2020 17:21,93,663,,
4/8/2020 17:21,93,686,,
4/8/2020 17:21,93,686,,
4/8/2020 17:21,93,641,,
4/8/2020 17:21,92,650,,
4/8/2020 17:21,92,650,,
4/8/2020 17:21,92,701,,
4/8/2020 17:21,92,673,,
4/8/2020 17:21,91,694,,
4/8/2020 17:21,91,694,,
4/8/2020 17:21,90,683,,
4/8/2020 17:21,90,635,,
4/8/2020 17:21,90,500,,
4/8/2020 17:21,90,500,,
4/8/2020 17:21,90,852,,
4/8/2020 17:21,90,649,,
4/8/2020 17:21,90,649,,
4/8/2020 17:21,90,649,,
4/8/2020 17:21,90,719,,
4/8/2020 17:21,90,719,,
4/8/2020 17:21,90,660,,
4/8/2020 17:21,90,651,,
4/8/2020 17:21,89,651,,
4/8/2020 17:21,90,629,,
4/8/2020 17:21,90,678,,
4/8/2020 17:21,90,616,,
4/8/2020 17:21,90,616,,
4/8/2020 17:21,90,531,,
4/8/2020 17:22,90,531,,
4/8/2020 17:22,91,761,,
4/8/2020 17:22,91,761,,
4/8/2020 17:22,91,618,,
4/8/2020 17:22,91,684,,
4/8/2020 17:22,91,623,,
4/8/2020 17:22,91,636,,
4/8/2020 17:22,91,636,,
4/8/2020 17:22,91,659,,
4/8/2020 17:22,91,654,,
4/8/2020 17:22,92,654,,
4/8/2020 17:22,92,646,,
4/8/2020 17:22,92,644,,
4/8/2020 17:22,92,681,,
4/8/2020 17:22,92,681,,
4/8/2020 17:22,91,652,,
4/8/2020 17:22,92,666,,
4/8/2020 17:22,91,664,,
4/8/2020 17:22,91,664,,
4/8/2020 17:22,91,702,,
4/8/2020 17:22,91,657,,
4/8/2020 17:22,91,661,,
4/8/2020 17:22,91,661,,
4/8/2020 17:22,90,658,,
4/8/2020 17:22,90,680,,
4/8/2020 17:22,90,650,,
4/8/2020 17:22,90,650,,
4/8/2020 17:22,90,684,,
4/8/2020 17:22,90,620,,
4/8/2020 17:22,90,687,,
4/8/2020 17:22,90,690,,
4/8/2020 17:22,90,690,,
4/8/2020 17:22,90,553,,
4/8/2020 17:22,91,553,,
4/8/2020 17:22,91,1311,,
4/8/2020 17:22,91,1311,,
4/8/2020 17:22,92,624,,
4/8/2020 17:22,92,636,,
4/8/2020 17:22,92,625,,
4/8/2020 17:22,92,625,,
4/8/2020 17:22,92,625,,
4/8/2020 17:22,92,627,,
4/8/2020 17:22,92,627,,
4/8/2020 17:22,91,1262,,
4/8/2020 17:22,91,941,,
4/8/2020 17:22,91,590,,
4/8/2020 17:22,91,590,,
4/8/2020 17:22,91,1015,,
4/8/2020 17:22,92,826,,
4/8/2020 17:22,92,441,,
4/8/2020 17:22,93,441,,
4/8/2020 17:22,93,523,,
4/8/2020 17:22,94,523,,
4/8/2020 17:22,94,685,,
4/8/2020 17:22,93,985,,
4/8/2020 17:22,93,985,,
4/8/2020 17:22,93,1167,,
4/8/2020 17:22,93,574,,
4/8/2020 17:22,93,638,,
4/8/2020 17:22,93,638,,
4/8/2020 17:22,93,609,,
4/8/2020 17:22,93,623,,
4/8/2020 17:22,93,594,,
4/8/2020 17:22,94,594,,
4/8/2020 17:22,94,646,,
4/8/2020 17:22,94,637,,
4/8/2020 17:22,94,638,,
4/8/2020 17:22,94,667,,
4/8/2020 17:22,94,594,,
4/8/2020 17:22,94,594,,
4/8/2020 17:22,94,639,,
4/8/2020 17:22,94,656,,
4/8/2020 17:22,94,656,,
4/8/2020 17:22,93,653,,
4/8/2020 17:22,94,693,,
4/8/2020 17:22,93,672,,
4/8/2020 17:22,93,637,,
