Time,Rate,RR,,
4/8/2020 13:50,76,846,,
4/8/2020 13:50,76,846,,
4/8/2020 13:50,76,780,,78.54347826
4/8/2020 13:50,76,737,,769.173913
4/8/2020 13:50,76,737,,
4/8/2020 13:50,76,742,,
4/8/2020 13:50,76,746,,
4/8/2020 13:50,76,746,,
4/8/2020 13:50,76,753,,
4/8/2020 13:50,76,770,,
4/8/2020 13:50,77,770,,
4/8/2020 13:50,77,742,,
4/8/2020 13:50,77,716,,
4/8/2020 13:50,78,716,,
4/8/2020 13:50,78,699,,
4/8/2020 13:50,79,716,,
4/8/2020 13:50,79,716,,
4/8/2020 13:50,79,746,,
4/8/2020 13:50,80,703,,
4/8/2020 13:50,80,703,,
4/8/2020 13:50,80,768,,
4/8/2020 13:50,80,816,,
4/8/2020 13:50,80,816,,
4/8/2020 13:50,80,807,,
4/8/2020 13:50,80,721,,
4/8/2020 13:50,79,721,,
4/8/2020 13:50,79,818,,
4/8/2020 13:50,79,818,,
4/8/2020 13:50,78,821,,
4/8/2020 13:50,78,781,,
4/8/2020 13:50,78,781,,
4/8/2020 13:50,77,787,,
4/8/2020 13:50,77,787,,
4/8/2020 13:50,77,839,,
4/8/2020 13:50,76,892,,
4/8/2020 13:50,76,892,,
4/8/2020 13:50,75,744,,
4/8/2020 13:50,75,744,,
4/8/2020 13:50,75,798,,
4/8/2020 13:50,74,892,,
4/8/2020 13:50,74,892,,
4/8/2020 13:50,74,824,,
4/8/2020 13:50,73,800,,
4/8/2020 13:50,73,800,,
4/8/2020 13:50,73,760,,
4/8/2020 13:50,73,760,,
4/8/2020 13:50,73,860,,
4/8/2020 13:50,73,764,,
4/8/2020 13:50,73,764,,
4/8/2020 13:50,74,815,,
4/8/2020 13:50,73,818,,
4/8/2020 13:50,74,818,,
4/8/2020 13:50,74,804,,
4/8/2020 13:50,74,758,,
4/8/2020 13:50,74,758,,
4/8/2020 13:50,74,721,,
4/8/2020 13:50,75,737,,
4/8/2020 13:50,75,737,,
4/8/2020 13:50,75,778,,
4/8/2020 13:50,76,778,,
4/8/2020 13:50,76,720,,
4/8/2020 13:50,76,925,,
4/8/2020 13:51,76,925,,
4/8/2020 13:51,75,862,,
4/8/2020 13:51,75,862,,
4/8/2020 13:51,75,766,,
4/8/2020 13:51,75,789,,
4/8/2020 13:51,75,789,,
4/8/2020 13:51,75,801,,
4/8/2020 13:51,75,744,,
4/8/2020 13:51,75,744,,
4/8/2020 13:51,76,729,,
4/8/2020 13:51,76,785,,
4/8/2020 13:51,76,785,,
4/8/2020 13:51,76,849,,
4/8/2020 13:51,76,719,,
4/8/2020 13:51,76,719,,
4/8/2020 13:51,76,788,,
4/8/2020 13:51,76,788,,
4/8/2020 13:51,76,827,,
4/8/2020 13:51,76,766,,
4/8/2020 13:51,76,766,,
4/8/2020 13:51,76,738,,
4/8/2020 13:51,76,807,,
4/8/2020 13:51,76,807,,
4/8/2020 13:51,76,835,,
4/8/2020 13:51,76,717,,
4/8/2020 13:51,76,717,,
4/8/2020 13:51,77,760,,
4/8/2020 13:51,77,759,,
4/8/2020 13:51,77,759,,
4/8/2020 13:51,77,736,,
4/8/2020 13:51,78,715,,
4/8/2020 13:51,78,715,,
4/8/2020 13:51,78,776,,
4/8/2020 13:51,79,681,,
4/8/2020 13:51,79,681,,
4/8/2020 13:51,79,744,,
4/8/2020 13:51,79,721,,
4/8/2020 13:51,80,721,,
4/8/2020 13:51,79,810,,
4/8/2020 13:51,79,810,,
4/8/2020 13:51,79,939,,
4/8/2020 13:51,78,815,,
4/8/2020 13:51,78,815,,
4/8/2020 13:51,78,779,,
4/8/2020 13:51,77,779,,
4/8/2020 13:51,77,757,,
4/8/2020 13:51,76,853,,
4/8/2020 13:51,76,853,,
4/8/2020 13:51,76,752,,
4/8/2020 13:51,76,799,,
4/8/2020 13:51,75,799,,
4/8/2020 13:51,75,855,,
4/8/2020 13:51,75,855,,
4/8/2020 13:51,75,838,,
4/8/2020 13:51,74,744,,
4/8/2020 13:51,75,744,,
4/8/2020 13:51,75,760,,
4/8/2020 13:51,75,735,,
4/8/2020 13:51,76,735,,
4/8/2020 13:51,75,776,,
4/8/2020 13:51,76,714,,
4/8/2020 13:51,76,714,,
4/8/2020 13:51,76,772,,
4/8/2020 13:51,77,719,,
4/8/2020 13:51,78,754,,
4/8/2020 13:51,77,738,,
4/8/2020 13:51,78,719,,
4/8/2020 13:51,78,725,,
4/8/2020 13:51,79,725,,
4/8/2020 13:51,79,710,,
4/8/2020 13:51,79,710,,
4/8/2020 13:51,79,759,,
4/8/2020 13:51,80,830,,
4/8/2020 13:51,80,751,,
4/8/2020 13:51,80,751,,
4/8/2020 13:51,80,690,,
4/8/2020 13:51,80,702,,
4/8/2020 13:51,80,748,,
4/8/2020 13:51,81,748,,
4/8/2020 13:51,81,643,,
4/8/2020 13:51,82,643,,
4/8/2020 13:51,82,710,,
4/8/2020 13:51,83,710,,
4/8/2020 13:51,83,590,,
4/8/2020 13:51,84,678,,
4/8/2020 13:51,84,654,,
4/8/2020 13:51,85,617,,
4/8/2020 13:51,86,617,,
4/8/2020 13:51,87,631,,
4/8/2020 13:51,87,612,,
4/8/2020 13:51,88,637,,
4/8/2020 13:51,89,637,,
4/8/2020 13:51,89,663,,
4/8/2020 13:51,90,647,,
4/8/2020 13:51,90,669,,
4/8/2020 13:51,90,669,,
4/8/2020 13:51,90,726,,
4/8/2020 13:51,90,758,,
4/8/2020 13:51,89,758,,
4/8/2020 13:51,89,713,,
4/8/2020 13:51,88,669,,
4/8/2020 13:51,88,669,,
4/8/2020 13:51,87,719,,
4/8/2020 13:51,87,738,,
4/8/2020 13:51,87,672,,
4/8/2020 13:51,87,672,,
4/8/2020 13:51,86,649,,
4/8/2020 13:51,87,662,,
4/8/2020 13:51,87,686,,
4/8/2020 13:51,87,686,,
4/8/2020 13:51,87,703,,
4/8/2020 13:51,86,703,,
4/8/2020 13:51,86,782,,
4/8/2020 13:51,86,976,,
4/8/2020 13:51,86,429,,
4/8/2020 13:51,85,429,,
4/8/2020 13:51,85,429,,
4/8/2020 13:51,86,789,,
4/8/2020 13:51,86,1202,,
4/8/2020 13:52,87,652,,
4/8/2020 13:52,88,617,,
4/8/2020 13:52,87,652,,
4/8/2020 13:52,88,617,,
4/8/2020 13:52,87,1523,,
4/8/2020 13:52,87,576,,
4/8/2020 13:52,88,576,,
4/8/2020 13:52,88,530,,
4/8/2020 13:52,88,530,,
4/8/2020 13:52,87,530,,
4/8/2020 13:52,87,530,,
4/8/2020 13:52,86,530,,
4/8/2020 13:52,86,768,,
4/8/2020 13:52,85,768,,
4/8/2020 13:52,84,756,,
4/8/2020 13:52,84,789,,
4/8/2020 13:52,83,789,,
4/8/2020 13:52,83,758,,
4/8/2020 13:52,83,821,,
4/8/2020 13:52,82,821,,
4/8/2020 13:52,82,524,,
4/8/2020 13:52,81,1044,,
4/8/2020 13:52,80,1044,,
4/8/2020 13:52,80,734,,
4/8/2020 13:52,80,686,,
4/8/2020 13:52,80,686,,
4/8/2020 13:52,80,716,,
4/8/2020 13:52,80,782,,
4/8/2020 13:52,81,782,,
4/8/2020 13:52,80,716,,
4/8/2020 13:52,80,751,,
4/8/2020 13:52,80,751,,
4/8/2020 13:52,80,878,,
4/8/2020 13:52,79,878,,
4/8/2020 13:52,79,883,,
4/8/2020 13:52,78,839,,
4/8/2020 13:52,78,766,,
4/8/2020 13:52,78,766,,
4/8/2020 13:52,78,766,,
4/8/2020 13:52,78,484,,
4/8/2020 13:52,77,1075,,
4/8/2020 13:52,77,1075,,
4/8/2020 13:52,77,786,,
4/8/2020 13:52,76,745,,
4/8/2020 13:52,76,745,,
4/8/2020 13:52,76,834,,
4/8/2020 13:52,75,834,,
4/8/2020 13:52,75,828,,
4/8/2020 13:52,75,861,,
4/8/2020 13:52,74,861,,
4/8/2020 13:52,74,809,,
4/8/2020 13:52,74,809,,
4/8/2020 13:52,74,812,,
4/8/2020 13:52,73,823,,
4/8/2020 13:52,73,823,,
4/8/2020 13:52,73,840,,
4/8/2020 13:52,73,787,,
4/8/2020 13:52,73,787,,
4/8/2020 13:52,73,785,,
4/8/2020 13:52,73,785,,
4/8/2020 13:52,73,791,,
4/8/2020 13:52,73,898,,
4/8/2020 13:52,73,898,,
4/8/2020 13:52,73,821,,
4/8/2020 13:52,73,821,,
4/8/2020 13:52,73,788,,
4/8/2020 13:52,73,787,,
4/8/2020 13:52,73,787,,
4/8/2020 13:52,73,810,,
4/8/2020 13:52,74,746,,
4/8/2020 13:52,74,746,,
4/8/2020 13:52,74,711,,
4/8/2020 13:52,74,852,,
4/8/2020 13:52,74,852,,
4/8/2020 13:52,74,814,,
4/8/2020 13:52,75,814,,
4/8/2020 13:52,74,753,,
4/8/2020 13:52,74,840,,
4/8/2020 13:52,75,840,,
4/8/2020 13:52,75,840,,
4/8/2020 13:52,75,1499,,
4/8/2020 13:52,76,1499,,
4/8/2020 13:52,76,764,,
4/8/2020 13:52,76,786,,
4/8/2020 13:52,76,786,,
4/8/2020 13:52,76,804,,
4/8/2020 13:52,76,804,,
4/8/2020 13:52,76,861,,
4/8/2020 13:52,76,791,,
4/8/2020 13:52,76,791,,
4/8/2020 13:52,76,793,,
4/8/2020 13:52,76,806,,
4/8/2020 13:52,75,806,,
4/8/2020 13:52,76,792,,
4/8/2020 13:52,75,805,,
