Time,Rate,RR,,
4/8/2020 15:59,79,814,,
4/8/2020 16:00,80,791,,
4/8/2020 16:00,79,758,,
4/8/2020 16:00,79,814,,79.71857923
4/8/2020 16:00,79,734,,757.1393443
4/8/2020 16:00,79,734,,
4/8/2020 16:00,79,680,,
4/8/2020 16:00,80,780,,
4/8/2020 16:00,79,780,,
4/8/2020 16:00,79,750,,
4/8/2020 16:00,79,780,,
4/8/2020 16:00,79,733,,
4/8/2020 16:00,78,780,,
4/8/2020 16:00,79,733,,
4/8/2020 16:00,78,840,,
4/8/2020 16:00,78,803,,
4/8/2020 16:00,78,803,,
4/8/2020 16:00,78,742,,
4/8/2020 16:00,78,718,,
4/8/2020 16:00,78,718,,
4/8/2020 16:00,79,694,,
4/8/2020 16:00,79,707,,
4/8/2020 16:00,80,656,,
4/8/2020 16:00,80,920,,
4/8/2020 16:00,79,707,,
4/8/2020 16:00,80,920,,
4/8/2020 16:00,79,920,,
4/8/2020 16:00,79,764,,
4/8/2020 16:00,79,764,,
4/8/2020 16:00,79,610,,
4/8/2020 16:00,80,755,,
4/8/2020 16:00,80,755,,
4/8/2020 16:00,81,667,,
4/8/2020 16:00,81,625,,
4/8/2020 16:00,81,625,,
4/8/2020 16:00,80,926,,
4/8/2020 16:00,80,926,,
4/8/2020 16:00,80,848,,
4/8/2020 16:00,79,772,,
4/8/2020 16:00,79,772,,
4/8/2020 16:00,79,759,,
4/8/2020 16:00,78,812,,
4/8/2020 16:00,79,812,,
4/8/2020 16:00,78,689,,
4/8/2020 16:00,79,686,,
4/8/2020 16:00,79,686,,
4/8/2020 16:00,79,735,,
4/8/2020 16:00,79,740,,
4/8/2020 16:00,80,740,,
4/8/2020 16:00,80,663,,
4/8/2020 16:00,80,663,,
4/8/2020 16:00,79,960,,
4/8/2020 16:00,79,880,,
4/8/2020 16:00,79,668,,
4/8/2020 16:00,78,719,,
4/8/2020 16:00,79,719,,
4/8/2020 16:00,79,719,,
4/8/2020 16:00,79,829,,
4/8/2020 16:00,79,706,,
4/8/2020 16:00,79,669,,
4/8/2020 16:00,79,669,,
4/8/2020 16:00,80,742,,
4/8/2020 16:00,80,747,,
4/8/2020 16:00,81,747,,
4/8/2020 16:00,80,586,,
4/8/2020 16:00,80,934,,
4/8/2020 16:00,80,934,,
4/8/2020 16:00,80,812,,
4/8/2020 16:00,80,812,,
4/8/2020 16:00,79,873,,
4/8/2020 16:00,79,873,,
4/8/2020 16:00,78,864,,
4/8/2020 16:00,78,839,,
4/8/2020 16:00,78,839,,
4/8/2020 16:00,77,839,,
4/8/2020 16:00,77,796,,
4/8/2020 16:00,76,796,,
4/8/2020 16:00,76,840,,
4/8/2020 16:00,76,840,,
4/8/2020 16:00,75,744,,
4/8/2020 16:00,75,801,,
4/8/2020 16:00,75,801,,
4/8/2020 16:00,75,819,,
4/8/2020 16:00,74,764,,
4/8/2020 16:00,75,764,,
4/8/2020 16:00,75,765,,
4/8/2020 16:00,75,805,,
4/8/2020 16:00,75,805,,
4/8/2020 16:00,75,780,,
4/8/2020 16:00,75,688,,
4/8/2020 16:00,76,688,,
4/8/2020 16:00,76,760,,
4/8/2020 16:00,76,731,,
4/8/2020 16:00,77,731,,
4/8/2020 16:00,77,701,,
4/8/2020 16:00,78,701,,
4/8/2020 16:00,78,668,,
4/8/2020 16:00,78,957,,
4/8/2020 16:00,78,957,,
4/8/2020 16:00,78,900,,
4/8/2020 16:00,78,963,,
4/8/2020 16:00,78,850,,
4/8/2020 16:00,78,800,,
4/8/2020 16:00,79,732,,
4/8/2020 16:00,79,726,,
4/8/2020 16:00,80,726,,
4/8/2020 16:00,80,649,,
4/8/2020 16:00,80,686,,
4/8/2020 16:00,81,686,,
4/8/2020 16:00,81,720,,
4/8/2020 16:00,82,706,,
4/8/2020 16:00,82,706,,
4/8/2020 16:00,82,706,,
4/8/2020 16:00,81,991,,
4/8/2020 16:00,80,991,,
4/8/2020 16:00,81,991,,
4/8/2020 16:00,81,929,,
4/8/2020 16:00,82,1229,,
4/8/2020 16:00,81,1229,,
4/8/2020 16:00,81,814,,
4/8/2020 16:00,80,814,,
4/8/2020 16:00,80,831,,
4/8/2020 16:01,79,789,,
4/8/2020 16:01,79,789,,
4/8/2020 16:01,78,741,,
4/8/2020 16:01,78,761,,
4/8/2020 16:01,78,761,,
4/8/2020 16:01,78,761,,
4/8/2020 16:01,78,820,,
4/8/2020 16:01,78,820,,
4/8/2020 16:01,78,685,,
4/8/2020 16:01,78,727,,
4/8/2020 16:01,79,727,,
4/8/2020 16:01,78,772,,
4/8/2020 16:01,79,760,,
4/8/2020 16:01,79,760,,
4/8/2020 16:01,79,726,,
4/8/2020 16:01,79,765,,
4/8/2020 16:01,79,765,,
4/8/2020 16:01,79,859,,
4/8/2020 16:01,79,710,,
4/8/2020 16:01,79,710,,
4/8/2020 16:01,79,708,,
4/8/2020 16:01,79,769,,
4/8/2020 16:01,79,769,,
4/8/2020 16:01,79,816,,
4/8/2020 16:01,78,816,,
4/8/2020 16:01,78,804,,
4/8/2020 16:01,78,769,,
4/8/2020 16:01,78,769,,
4/8/2020 16:01,78,790,,
4/8/2020 16:01,77,880,,
4/8/2020 16:01,77,880,,
4/8/2020 16:01,77,778,,
4/8/2020 16:01,77,682,,
4/8/2020 16:01,77,682,,
4/8/2020 16:01,77,746,,
4/8/2020 16:01,77,746,,
4/8/2020 16:01,77,843,,
4/8/2020 16:01,76,794,,
4/8/2020 16:01,77,794,,
4/8/2020 16:01,76,721,,
4/8/2020 16:01,77,794,,
4/8/2020 16:01,76,794,,
4/8/2020 16:01,76,826,,
4/8/2020 16:01,76,826,,
4/8/2020 16:01,76,905,,
4/8/2020 16:01,75,805,,
4/8/2020 16:01,75,805,,
4/8/2020 16:01,75,820,,
4/8/2020 16:01,75,786,,
4/8/2020 16:01,75,786,,
4/8/2020 16:01,75,694,,
4/8/2020 16:01,76,689,,
4/8/2020 16:01,76,735,,
4/8/2020 16:01,76,735,,
4/8/2020 16:01,77,681,,
4/8/2020 16:01,77,641,,
4/8/2020 16:01,79,571,,
4/8/2020 16:01,79,723,,
4/8/2020 16:01,78,723,,
4/8/2020 16:01,79,603,,
4/8/2020 16:01,80,677,,
4/8/2020 16:01,81,677,,
4/8/2020 16:01,82,677,,
4/8/2020 16:01,82,610,,
4/8/2020 16:01,82,580,,
4/8/2020 16:01,82,540,,
4/8/2020 16:01,82,590,,
4/8/2020 16:01,82,620,,
4/8/2020 16:01,83,577,,
4/8/2020 16:01,83,577,,
4/8/2020 16:01,84,529,,
4/8/2020 16:01,84,529,,
4/8/2020 16:01,83,700,,
4/8/2020 16:01,83,642,,
4/8/2020 16:01,82,642,,
4/8/2020 16:01,83,695,,
4/8/2020 16:01,83,651,,
4/8/2020 16:01,83,651,,
4/8/2020 16:01,83,730,,
4/8/2020 16:01,83,717,,
4/8/2020 16:01,83,668,,
4/8/2020 16:01,83,668,,
4/8/2020 16:01,84,718,,
4/8/2020 16:01,84,707,,
4/8/2020 16:01,84,655,,
4/8/2020 16:01,84,655,,
4/8/2020 16:01,85,630,,
4/8/2020 16:01,85,699,,
4/8/2020 16:01,85,699,,
4/8/2020 16:01,85,714,,
4/8/2020 16:01,86,700,,
4/8/2020 16:01,86,638,,
4/8/2020 16:01,86,638,,
4/8/2020 16:01,86,733,,
4/8/2020 16:01,86,746,,
4/8/2020 16:01,86,726,,
4/8/2020 16:01,86,746,,
4/8/2020 16:01,85,690,,
4/8/2020 16:01,85,690,,
4/8/2020 16:01,85,753,,
4/8/2020 16:01,84,753,,
4/8/2020 16:01,84,836,,
4/8/2020 16:01,84,753,,
4/8/2020 16:01,83,702,,
4/8/2020 16:01,83,702,,
4/8/2020 16:01,83,619,,
4/8/2020 16:01,83,761,,
4/8/2020 16:01,84,761,,
4/8/2020 16:01,84,697,,
4/8/2020 16:01,84,916,,
4/8/2020 16:01,84,916,,
4/8/2020 16:01,84,523,,
4/8/2020 16:01,84,523,,
4/8/2020 16:01,84,600,,
4/8/2020 16:01,84,700,,
4/8/2020 16:01,83,800,,
4/8/2020 16:01,83,772,,
4/8/2020 16:01,81,816,,
4/8/2020 16:01,82,816,,
4/8/2020 16:01,82,816,,
4/8/2020 16:02,81,610,,
4/8/2020 16:02,82,530,,
4/8/2020 16:02,82,580,,
4/8/2020 16:02,82,750,,
4/8/2020 16:02,83,710,,
4/8/2020 16:02,83,588,,
4/8/2020 16:02,84,588,,
4/8/2020 16:02,84,588,,
4/8/2020 16:02,84,700,,
4/8/2020 16:02,85,735,,
4/8/2020 16:02,85,597,,
4/8/2020 16:02,85,597,,
4/8/2020 16:02,85,687,,
4/8/2020 16:02,85,687,,
4/8/2020 16:02,84,941,,
4/8/2020 16:02,84,776,,
4/8/2020 16:02,84,776,,
4/8/2020 16:02,83,737,,
4/8/2020 16:02,83,770,,
4/8/2020 16:02,83,770,,
4/8/2020 16:02,83,750,,
4/8/2020 16:02,82,704,,
4/8/2020 16:02,82,687,,
4/8/2020 16:02,82,687,,
4/8/2020 16:02,82,741,,
4/8/2020 16:02,82,741,,
4/8/2020 16:02,81,842,,
4/8/2020 16:02,81,756,,
4/8/2020 16:02,81,756,,
4/8/2020 16:02,80,754,,
4/8/2020 16:02,80,841,,
4/8/2020 16:02,79,841,,
4/8/2020 16:02,79,796,,
4/8/2020 16:02,79,735,,
4/8/2020 16:02,79,735,,
4/8/2020 16:02,79,735,,
4/8/2020 16:02,80,1399,,
4/8/2020 16:02,80,725,,
4/8/2020 16:02,80,725,,
4/8/2020 16:02,81,669,,
4/8/2020 16:02,81,811,,
4/8/2020 16:02,81,811,,
4/8/2020 16:02,81,981,,
4/8/2020 16:02,80,981,,
4/8/2020 16:02,80,750,,
4/8/2020 16:02,79,682,,
4/8/2020 16:02,80,682,,
4/8/2020 16:02,79,705,,
4/8/2020 16:02,80,712,,
4/8/2020 16:02,80,712,,
4/8/2020 16:02,80,682,,
4/8/2020 16:02,80,806,,
4/8/2020 16:02,80,806,,
4/8/2020 16:02,79,798,,
4/8/2020 16:02,79,798,,
4/8/2020 16:02,79,857,,
4/8/2020 16:02,79,779,,
4/8/2020 16:02,78,784,,
4/8/2020 16:02,78,779,,
4/8/2020 16:02,78,745,,
4/8/2020 16:02,78,684,,
4/8/2020 16:02,78,745,,
4/8/2020 16:02,78,719,,
4/8/2020 16:02,78,719,,
4/8/2020 16:02,78,830,,
4/8/2020 16:02,78,824,,
4/8/2020 16:02,78,824,,
4/8/2020 16:02,78,725,,
4/8/2020 16:02,78,751,,
4/8/2020 16:02,78,751,,
4/8/2020 16:02,78,756,,
4/8/2020 16:02,78,755,,
4/8/2020 16:02,78,755,,
4/8/2020 16:02,79,705,,
4/8/2020 16:02,79,796,,
4/8/2020 16:02,79,796,,
4/8/2020 16:02,79,700,,
4/8/2020 16:02,79,638,,
4/8/2020 16:02,80,638,,
4/8/2020 16:02,80,722,,
4/8/2020 16:02,80,722,,
4/8/2020 16:02,80,913,,
4/8/2020 16:02,79,858,,
4/8/2020 16:02,79,858,,
4/8/2020 16:02,79,787,,
4/8/2020 16:02,78,765,,
4/8/2020 16:02,78,765,,
4/8/2020 16:02,78,748,,
4/8/2020 16:02,78,726,,
4/8/2020 16:02,78,685,,
4/8/2020 16:02,78,685,,
4/8/2020 16:02,78,740,,
4/8/2020 16:02,79,740,,
4/8/2020 16:02,78,851,,
4/8/2020 16:02,79,698,,
4/8/2020 16:02,79,698,,
4/8/2020 16:02,79,647,,
4/8/2020 16:02,79,942,,
4/8/2020 16:02,79,832,,
4/8/2020 16:02,79,832,,
4/8/2020 16:02,79,550,,
4/8/2020 16:02,79,550,,
4/8/2020 16:02,79,550,,
4/8/2020 16:02,79,717,,
4/8/2020 16:02,79,1091,,
4/8/2020 16:02,78,1091,,
4/8/2020 16:02,78,695,,
4/8/2020 16:02,78,695,,
4/8/2020 16:02,78,1003,,
4/8/2020 16:02,78,1003,,
4/8/2020 16:02,78,1263,,
4/8/2020 16:02,79,829,,
4/8/2020 16:02,79,829,,
4/8/2020 16:02,80,700,,
4/8/2020 16:02,80,650,,
4/8/2020 16:02,79,700,,
4/8/2020 16:02,79,811,,
4/8/2020 16:02,79,811,,
4/8/2020 16:02,79,729,,
4/8/2020 16:02,79,770,,
4/8/2020 16:03,78,770,,
4/8/2020 16:03,78,843,,
4/8/2020 16:03,78,755,,
4/8/2020 16:03,78,755,,
